DeWayneLanes
DeWayneLanes,,,,,,,,,,,,,
UUID,A,Mileage,Year,Price,Update Date,Engine Information.Number of Forward Gears,VIN,B,Create Date,Zip Code,Identification.Classification,Make,Model
94,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,BMW Motorrad,2011 BMW 3 Series Coup
114,12,247,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,25,Manual transmission,BMW Motorrad,2011 BMW 3 Series Coup
94,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,28,Automatic transmission,BMW,2011 BMW 3 Series Coup
94,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,28,Manual transmission,BMW Motorrad,2011 BMW 3 Series Coup
114,12,247,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,26,Automatic transmission,BMW Motorrad,2011 BMW 3 Series Coup
94,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 320 hp 332 ft-lbs Turbo,TRUE,6,6 Speed Manual,18,Gasoline,26,Manual transmission,BMW,2011 BMW 3 Series Coup
114,12,247,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Manual,19,Gasoline,26,Manual transmission,BMW,2011 BMW 3 Series Coup
94,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Manual,19,Gasoline,28,Manual transmission,BMW,2011 BMW 3 Series Coup
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe
190,5,62,Rear-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission,Mercedes,2011 Mercedes-Benz E-Class Sedan
190,5,62,All-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission,Mercedes,2011 Mercedes-Benz E-Class Sedan
190,5,62,Rear-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,Mercedes,2011 Mercedes-Benz E-Class Sedan
162,22,79,Rear-wheel drive,Mercedes-AMG 6.2L 8 Cylinder 518hp 465ft-lbs,TRUE,7,7 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,AMG,2011 Mercedes-Benz E-Class Sedan
190,5,62,Rear-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,TRUE,7,7 Speed Automatic Select Shift,22,Diesel fuel,33,Automatic transmission,Mercedes,2011 Mercedes-Benz E-Class Sedan
190,5,62,All-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,Mercedes,2011 Mercedes-Benz E-Class Sedan
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe
216,30,62,All-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,Mercedes,2011 Mercedes-Benz E-Class Wagon
138,78,31,Four-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,11,Gasoline,15,Automatic transmission,Mercedes,2010 Mercedes-Benz G-Class
138,78,64,Four-wheel drive,Mercedes-AMG 5.4L 8 Cylinder 500 hp 516 ft-lbs S-Charged,TRUE,5,5 Speed Automatic Select Shift,11,Gasoline,15,Automatic transmission,Mercedes-AMG,2010 Mercedes-Benz G-Class
138,78,31,Four-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,11,Gasoline,15,Automatic transmission,Mercedes,2011 Mercedes-Benz G-Class
138,78,31,All-wheel drive,Mercedes-AMG 5.4L 8 Cylinder 500 hp 516 ft-lbs S-Charged,TRUE,5,5 Speed Automatic Select Shift,11,Gasoline,13,Automatic transmission,Mercedes-AMG,2011 Mercedes-Benz G-Class
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible
223,2,49,Rear-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,Cadillac,2010 Cadillac CTS Sport Sedan
193,2,49,All-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,TRUE,6,6 Speed Automatic,18,Gasoline,27,Automatic transmission,Cadillac,2010 Cadillac CTS Sport Sedan
64,29,217,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,18,Automatic transmission,Cadillac,2011 Cadillac Escalade ESV
223,2,49,Rear-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,Cadillac,2010 Cadillac CTS Sport Sedan
193,2,49,All-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,Cadillac,2010 Cadillac CTS Sport Sedan
223,2,49,Rear-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,Cadillac,2010 Cadillac CTS Sport Sedan
193,2,49,All-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,Cadillac,2010 Cadillac CTS Sport Sedan
193,2,49,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,25,Manual transmission,Cadillac,2010 Cadillac CTS Sport Sedan
193,2,49,All-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,Cadillac,2010 Cadillac CTS Sport Sedan
193,2,49,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,25,Manual transmission,Cadillac,2010 Cadillac CTS Sport Sedan
193,2,49,All-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,Cadillac,2010 Cadillac CTS Sport Sedan
193,2,49,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,Cadillac,2010 Cadillac CTS Sport Sedan
193,2,49,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,Cadillac,2010 Cadillac CTS Sport Sedan
200,143,19,All-wheel drive,Mitsubishi 2.0L 4 Cylinder 291 hp 300 ft-lbs Turbo,TRUE,5,5 Speed Manual,17,Gasoline,23,Manual transmission,Mitsubishi,2011 Mitsubishi Lancer Evolution
200,143,19,All-wheel drive,Mitsubishi 2.0L 4 Cylinder 291 hp 300 ft-lbs Turbo,TRUE,5,5 Speed Manual,16,Gasoline,22,Manual transmission,Mitsubishi,2010 Mitsubishi Lancer Evolution
236,230,226,Front-wheel drive,Mitsubishi 2.0L 4 Cylinder 148 hp 145 ft-lbs,TRUE,5,5 Speed Manual,24,Gasoline,32,Manual transmission,Mitsubishi,2011 Mitsubishi Lancer Sportback
236,230,226,Front-wheel drive,Mitsubishi 2.4L 4 Cylinder 168 hp 167 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,31,Manual transmission,Mitsubishi,2011 Mitsubishi Lancer Sportback
236,230,226,Front-wheel drive,Mitsubishi 2.4L 4 Cylinder 168 hp 167 ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,27,Manual transmission,Mitsubishi,2010 Mitsubishi Lancer Sportback
183,57,8,Front-wheel drive,Mitsubishi 3.0L 6 Cylinder 230 hp 215 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission,Mitsubishi,2011 Mitsubishi Outlander
142,57,8,All-wheel drive,Mitsubishi 3.0L 6 Cylinder 230 hp 215 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,Mitsubishi,2010 Mitsubishi Outlander
183,57,8,Front-wheel drive,Mitsubishi 3.0L 6 Cylinder 230 hp 215 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,25,Automatic transmission,Mitsubishi,2010 Mitsubishi Outlander
183,57,8,All-wheel drive,Mitsubishi 3.0L 6 Cylinder 230 hp 215 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,Mitsubishi,2010 Mitsubishi Outlander
142,200,90,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,Cadillac,2011 Cadillac CTS Coupe
142,200,90,All-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,Cadillac,2011 Cadillac CTS Coupe
142,200,90,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,25,Manual transmission,Cadillac,2011 Cadillac CTS Coupe
142,200,90,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,Cadillac,2011 Cadillac CTS Coupe
142,200,90,All-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,Cadillac,2011 Cadillac CTS Coupe
142,200,90,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,25,Manual transmission,Cadillac,2011 Cadillac CTS Coupe
142,200,90,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,Cadillac,2011 Cadillac CTS Coupe
142,200,90,All-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,Cadillac,2011 Cadillac CTS Coupe
102,89,234,Rear-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,19,Automatic transmission,Toyota,2010 Toyota Sequoia
102,89,234,Rear-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,19,Automatic transmission,Toyota,2010 Toyota Sequoia
102,89,234,Four-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,Toyota,2010 Toyota Sequoia
102,89,234,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,Toyota,2010 Toyota Sequoia
102,89,234,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,Toyota,2010 Toyota Sequoia
102,89,234,Rear-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,19,Automatic transmission,Toyota,2010 Toyota Sequoia
102,89,234,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,Toyota,2010 Toyota Sequoia
102,89,234,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,Toyota,2010 Toyota Sequoia
102,89,234,Rear-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,19,Automatic transmission,Toyota,2010 Toyota Sequoia
102,89,234,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,Toyota,2010 Toyota Sequoia
102,89,234,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,Toyota,2010 Toyota Sequoia
94,199,234,Front-wheel drive,Mitsubishi 2.0L 4 Cylinder 148 hp 145 ft-lbs,TRUE,5,5 Speed Manual,24,Gasoline,31,Manual transmission,Mitsubishi,2011 Mitsubishi Outlander Sport
183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,23,Automatic transmission,Cadillac,2011 Cadillac DTS
183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,23,Automatic transmission,Cadillac,2011 Cadillac DTS
183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,23,Automatic transmission,Cadillac,2011 Cadillac DTS
183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 292 hp 288 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,23,Automatic transmission,Cadillac,2011 Cadillac DTS
36,22,11,Rear-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,TRUE,7,7 Speed Automatic,17,Gasoline,24,Automatic transmission,Infiniti,2011 Infiniti EX
36,22,11,All-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,TRUE,7,7 Speed Automatic,17,Gasoline,24,Automatic transmission,Infiniti,2011 Infiniti EX
36,22,11,Rear-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,TRUE,7,7 Speed Automatic,17,Gasoline,24,Automatic transmission,Infiniti,2011 Infiniti EX
36,22,11,All-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,TRUE,7,7 Speed Automatic,17,Gasoline,24,Automatic transmission,Infiniti,2011 Infiniti EX
139,174,24,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,26,Automatic transmission,BMW,2010 BMW 3 Series Sedan
144,174,24,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,BMW,2010 BMW 3 Series Sedan
139,174,24,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,28,Manual transmission,BMW Motorrad,2010 BMW 3 Series Sedan
144,174,24,Rear-wheel drive,BMW 3.0L 6 cylinder 265 hp 425 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,36,Automatic transmission,BMW,2010 BMW 3 Series Sedan
144,174,24,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,BMW Motorrad,2010 BMW 3 Series Sedan
144,174,24,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Manual,16,Gasoline,25,Manual transmission,BMW,2010 BMW 3 Series Sedan
144,174,24,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,25,Manual transmission,BMW Motorrad,2010 BMW 3 Series Sedan
139,174,24,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,BMW Motorrad,2010 BMW 3 Series Sedan
139,174,24,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,BMW,2010 BMW 3 Series Sedan
46,231,148,All-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,TRUE,7,7 Speed Automatic Select Shift,17,Diesel fuel,23,Automatic transmission,Mercedes,2010 Mercedes-Benz GL-Class
46,231,148,All-wheel drive,Mercedes-Benz 4.6L 8 Cylinder 335hp 339ft-lbs,TRUE,7,7 Speed Automatic Select Shift,13,Gasoline,17,Automatic transmission,Mercedes-Benz,2010 Mercedes-Benz GL-Class
46,231,148,All-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,Mercedes,2010 Mercedes-Benz GL-Class
231,214,254,Front-wheel drive,Nissan 2.0L 4 cylinder 140 hp 147 ft-lbs,TRUE,6,6 Speed Manual,24,Gasoline,31,Manual transmission,Nissan,2010 Nissan Sentra
221,222,254,Front-wheel drive,Nissan 2.5L 4 cylinder 200 hp 180 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,28,Manual transmission,Nissan,2010 Nissan Sentra
46,231,148,All-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,Mercedes,2011 Mercedes-Benz GL-Class
46,231,148,All-wheel drive,Mercedes-Benz 4.6L 8 Cylinder 335hp 339ft-lbs,TRUE,7,7 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,Mercedes-Benz,2011 Mercedes-Benz GL-Class
